,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Wasserstien_D,10.900042533874512,14.935166358947754,21.427785873413086,23.997726440429688,26.955297470092773,29.084381103515625,32.482322692871094,34.313201904296875,33.77836990356445,33.97857666015625,33.92757034301758,34.49478530883789,35.70368194580078,32.28755187988281,29.116676330566406,27.487552642822266,27.270893096923828,25.331724166870117,26.036514282226562,23.56519889831543
Loss_D,-8.815658569335938,-13.934629440307617,-18.533405303955078,-20.819988250732422,-23.928373336791992,-24.44915771484375,-27.651018142700195,-22.41790771484375,-27.288358688354492,-26.82118034362793,-28.04580307006836,-23.634788513183594,-27.402713775634766,-26.157054901123047,-22.10852813720703,-18.974411010742188,-20.568096160888672,-18.234577178955078,-19.42313003540039,-18.91325569152832
Loss_G,11.298113822937012,16.297054290771484,20.907724380493164,23.69399642944336,26.491256713867188,28.646942138671875,29.93976593017578,30.249061584472656,32.127716064453125,32.029197692871094,32.05613708496094,31.46354866027832,33.08290100097656,32.748252868652344,30.406774520874023,28.64314079284668,28.475204467773438,25.898151397705078,27.04190444946289,26.692440032958984
Loss_D_Real,1.8211109638214111,1.715155839920044,2.2095909118652344,1.8802030086517334,1.6950238943099976,1.7295913696289062,3.293517589569092,3.3034515380859375,2.236687183380127,1.8034608364105225,2.584935188293457,1.4838826656341553,2.491225004196167,0.8633946180343628,-0.5849617123603821,-1.3099055290222168,-1.2141392230987549,-1.028213620185852,-1.6409059762954712,-1.962839126586914
Loss_G_Fake,-9.07893180847168,-13.220010757446289,-19.21819496154785,-22.117523193359375,-25.260272979736328,-27.35478973388672,-29.188806533813477,-31.009750366210938,-31.54168128967285,-32.17511749267578,-31.342634201049805,-33.010902404785156,-33.21245574951172,-31.424156188964844,-29.701637268066406,-28.79745864868164,-28.48503303527832,-26.35993766784668,-27.677419662475586,-25.528038024902344
c,-8.815658569335938,-13.934629440307617,-18.533405303955078,-20.819988250732422,-23.928373336791992,-24.44915771484375,-27.651018142700195,-22.41790771484375,-27.288358688354492,-26.82118034362793,-28.04580307006836,-23.634788513183594,-27.402713775634766,-26.157054901123047,-22.10852813720703,-18.974411010742188,-20.568096160888672,-18.234577178955078,-19.42313003540039,-18.91325569152832
